full_address,corrected_address,lat,lng
126 ANG MO KIO AVE 3,126 ANG MO KIO AVENUE 3 HDB-ANG MO KIO SINGAPORE 560126,1.3716499,103.8436442
120 ANG MO KIO AVE 3,120 ANG MO KIO AVENUE 3 HDB-ANG MO KIO SINGAPORE 560120,1.3700473969999998,103.8445948
106 ANG MO KIO AVE 4,106 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560106,1.371933703,103.83748609999999
345 ANG MO KIO AVE 3,345 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560345,1.367487025,103.8496517
329 ANG MO KIO AVE 3,329 ANG MO KIO AVENUE 3 ANG MO KIO 31 SINGAPORE 560329,1.366599086,103.8468744
424 ANG MO KIO AVE 3,424 ANG MO KIO AVENUE 3 CHONG BOON VIEW SINGAPORE 560424,1.3686066030000001,103.8508088
308B ANG MO KIO AVE 1,308B ANG MO KIO AVENUE 1 TECK GHEE VISTA SINGAPORE 562308,1.3652254590000001,103.84442709999999
322 ANG MO KIO AVE 3,322 ANG MO KIO AVENUE 3 ANG MO KIO 31 SINGAPORE 560322,1.3683585880000002,103.8477458
310C ANG MO KIO AVE 1,310C ANG MO KIO AVENUE 1 TECK GHEE VISTA SINGAPORE 563310,1.364608575,103.84485459999999
543 ANG MO KIO AVE 10,543 ANG MO KIO AVENUE 10 CHENG SAN GREEN SINGAPORE 560543,1.3743011440000001,103.85623559999999
633 ANG MO KIO AVE 6,633 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560633,1.381206088,103.84225119999999
222 ANG MO KIO AVE 1,222 ANG MO KIO AVENUE 1 HDB-ANG MO KIO SINGAPORE 560222,1.366018175,103.8393614
512 ANG MO KIO AVE 8,512 ANG MO KIO AVENUE 8 CHENG SAN CREST SINGAPORE 560512,1.372614741,103.8491557
427 ANG MO KIO AVE 3,427 ANG MO KIO AVENUE 3 CHONG BOON HEIGHTS SINGAPORE 560427,1.369311859,103.8545506
351 ANG MO KIO ST 32,351 ANG MO KIO STREET 32 AMK HEIGHTS SINGAPORE 560351,1.3643236669999999,103.8503076
596A ANG MO KIO ST 52,596A ANG MO KIO STREET 52 CITY VIEW @ CHENG SAN SINGAPORE 561596,1.37243024,103.8509492
596D ANG MO KIO ST 52,596D ANG MO KIO STREET 52 CITY VIEW @ CHENG SAN SINGAPORE 564596,1.3718713530000002,103.8510304
459 ANG MO KIO AVE 10,459 ANG MO KIO AVENUE 10 TECK GHEE GRANDEUR SINGAPORE 560459,1.367019645,103.8593772
729 ANG MO KIO AVE 6,729 ANG MO KIO AVENUE 6 HDB-ANG MO KIO SINGAPORE 560729,1.37386614,103.8459358
317 ANG MO KIO ST 31,317 ANG MO KIO STREET 31 HDB-ANG MO KIO SINGAPORE 560317,1.3656247830000001,103.8470115
541 BEDOK NTH ST 3,541 BEDOK NORTH STREET 3 BEDOK NORTH GREEN SINGAPORE 460541,1.331332844,103.92295379999999
617 BEDOK RESERVOIR RD,617 BEDOK RESERVOIR ROAD EUNOS GROVE SINGAPORE 470617,1.333127578,103.91651170000002
501 BEDOK NTH ST 3,501 BEDOK NORTH STREET 3 KAKI BUKIT VILLE SINGAPORE 460501,1.331640712,103.9311677
540 BEDOK NTH ST 3,540 BEDOK NORTH STREET 3 BEDOK NORTH GREEN SINGAPORE 460540,1.3311297290000002,103.9220926
20 CHAI CHEE RD,20 CHAI CHEE ROAD PING-AN GARDENS SINGAPORE 461020,1.326272712,103.9228853
102 BEDOK RESERVOIR RD,102 BEDOK RESERVOIR ROAD EUNOS VISTA SINGAPORE 470102,1.328491877,103.90926520000001
529 BEDOK NTH ST 3,529 BEDOK NORTH STREET 3 HDB-BEDOK SINGAPORE 460529,1.3342694609999999,103.9265423
134 BEDOK NTH ST 2,134 BEDOK NORTH STREET 2 HDB-BEDOK SINGAPORE 460134,1.3283213329999999,103.9365822
713 BEDOK RESERVOIR RD,713 BEDOK RESERVOIR ROAD BEDOK RESERVOIR GARDEN SINGAPORE 470713,1.3363118059999999,103.9223922
41 CHAI CHEE ST,41 CHAI CHEE STREET SINGAPORE 461041,1.3273615559999998,103.9261194
23 BEDOK STH AVE 1,23 BEDOK SOUTH AVENUE 1 HDB-BEDOK SINGAPORE 460023,1.323298617,103.93276259999999
28 NEW UPP CHANGI RD,28 NEW UPPER CHANGI ROAD HDB-BEDOK SINGAPORE 460028,1.32369452,103.9349949
126 BEDOK NTH ST 2,126 BEDOK NORTH STREET 2 HDB-BEDOK SINGAPORE 460126,1.3281683000000002,103.9389179
536 BEDOK NTH ST 3,536A BEDOK NORTH STREET 3 SINGAPORE 461536,1.3333003270000001,103.9236532
122 BEDOK NTH ST 2,122 BEDOK NORTH STREET 2 HDB-BEDOK SINGAPORE 460122,1.3286171979999999,103.9377871
712 BEDOK RESERVOIR RD,712 BEDOK RESERVOIR ROAD BEDOK RESERVOIR GARDEN SINGAPORE 470712,1.3359072920000001,103.922634
740 BEDOK RESERVOIR RD,740 BEDOK RESERVOIR ROAD RESERVOIR VILLAGE SINGAPORE 470740,1.338025856,103.92283499999999
107 BEDOK NTH RD,107 BEDOK NORTH ROAD FENGSHAN ESTATE SINGAPORE 460107,1.3323174070000001,103.9363013
545 BEDOK NTH ST 3,545 BEDOK NORTH STREET 3 BEDOK NORTH GREEN SINGAPORE 460545,1.330051424,103.924118
214 BEDOK NTH ST 1,214 BEDOK NORTH STREET 1 BEDOK TOWN CENTRE SINGAPORE 460214,1.325875651,103.93249300000001
525 BEDOK NTH ST 3,525 BEDOK NORTH STREET 3 HDB-BEDOK SINGAPORE 460525,1.334601139,103.9294453
526 BEDOK NTH ST 3,526 BEDOK NORTH STREET 3 HDB-BEDOK SINGAPORE 460526,1.334215519,103.9291298
201 BEDOK NTH ST 1,201A BEDOK NORTH STREET 1 SINGAPORE 461201,1.326058372,103.9273688
420 BEDOK NTH ST 1,420 BEDOK NORTH STREET 1 GARDEN HILL SINGAPORE 460420,1.327744679,103.92887440000001
219D BEDOK CTRL,219D BEDOK CENTRAL LINEAR GREEN @ BEDOK SINGAPORE 464219,1.324862467,103.93379209999999
43 BEDOK STH RD,43 BEDOK SOUTH ROAD BEDOK SOUTH PARKVIEW SINGAPORE 460043,1.321541281,103.9415933
95 BEDOK NTH AVE 4,95 BEDOK NORTH AVENUE 4 HDB-BEDOK SINGAPORE 460095,1.333869994,103.94205670000001
150 BEDOK RESERVOIR RD,150 BEDOK RESERVOIR ROAD EUNOS SPRING SINGAPORE 470150,1.3361537540000001,103.9126723
156 BEDOK STH AVE 3,156 BEDOK SOUTH AVENUE 3 SIGLAP EAST SINGAPORE 460156,1.318286638,103.9454818
51 NEW UPP CHANGI RD,51 NEW UPPER CHANGI ROAD HDB-BEDOK SINGAPORE 461051,1.323429858,103.9422694
524 BEDOK NTH ST 3,524 BEDOK NORTH STREET 3 HDB-BEDOK SINGAPORE 460524,1.334840353,103.9306378
421 BEDOK NTH RD,421 BEDOK NORTH ROAD GARDEN HILL SINGAPORE 460421,1.328259123,103.92897370000001
404 BEDOK NTH AVE 3,404 BEDOK NORTH AVENUE 3 RAINBOW VILLE SINGAPORE 460404,1.3293749240000001,103.9339269
609 BEDOK RESERVOIR RD,609C BEDOK RESERVOIR ROAD SINGAPORE 473609,1.331474579,103.911837
648 JLN TENAGA,648 JALAN TENAGA HDB-BEDOK SINGAPORE 410648,1.3323145379999999,103.9055202
646 JLN TENAGA,646 JALAN TENAGA HDB-BEDOK SINGAPORE 410646,1.331273948,103.9061715
761 BEDOK RESERVOIR VIEW,761 BEDOK RESERVOIR VIEW LONGVALE SINGAPORE 470761,1.336181973,103.9340432
654 JLN TENAGA,654 JALAN TENAGA EUNOS DAMAI VILLE SINGAPORE 410654,1.332978277,103.90694509999999
181 BEDOK NTH RD,181 BEDOK NORTH ROAD VISTA 8 SINGAPORE 460181,1.326686013,103.941272
180 BEDOK NTH RD,180 BEDOK NORTH ROAD VISTA 8 SINGAPORE 460180,1.326713488,103.94089220000001
101 BEDOK RESERVOIR RD,101 BEDOK RESERVOIR ROAD EUNOS VISTA SINGAPORE 470101,1.328449133,103.9099374
601 BEDOK RESERVOIR RD,601 BEDOK RESERVOIR ROAD EUNOS RAINBOW SINGAPORE 470601,1.330067213,103.9116193
613 BEDOK RESERVOIR RD,613C BEDOK RESERVOIR ROAD MULTI STOREY CAR PARK SINGAPORE 473613,1.333110969,103.9175847
613B BEDOK RESERVOIR RD,613B BEDOK RESERVOIR ROAD HDB-BEDOK SINGAPORE 472613,1.332787312,103.9182223
607 BEDOK RESERVOIR RD,607 BEDOK RESERVOIR ROAD EUNOS RAINBOW SINGAPORE 470607,1.331084839,103.91289959999999
52 CHAI CHEE ST,52 CHAI CHEE STREET CHAI CHEE GARDENS SINGAPORE 460052,1.328696852,103.92095
91 BEDOK NTH ST 4,91 BEDOK NORTH STREET 4 HDB-BEDOK SINGAPORE 460091,1.3325488140000001,103.9403696
549 BEDOK NTH AVE 1,549 BEDOK NORTH AVENUE 1 HDB-BEDOK SINGAPORE 460549,1.3317072209999998,103.92678000000001
767 BEDOK RESERVOIR VIEW,767 BEDOK RESERVOIR VIEW LONGVALE SINGAPORE 470767,1.335851182,103.9367776
60 NEW UPP CHANGI RD,60 NEW UPPER CHANGI ROAD HDB-BEDOK SINGAPORE 461060,1.322478077,103.9412546
405 BEDOK NTH AVE 3,405 BEDOK NORTH AVENUE 3 RAINBOW VILLE SINGAPORE 460405,1.328713382,103.9340954
31 BEDOK STH AVE 2,31 BEDOK SOUTH AVENUE 2 HDB-BEDOK SINGAPORE 460031,1.3230147429999999,103.9381652
10B BEDOK STH AVE 2,10B BEDOK SOUTH AVENUE 2 HDB-BEDOK SINGAPORE 461010,1.322353866,103.9361833
176 BISHAN ST 13,176 BISHAN STREET 13 HDB-BISHAN SINGAPORE 570176,1.348142648,103.8539118
110 BISHAN ST 12,110 BISHAN STREET 12 BISHAN VIEW SINGAPORE 570110,1.34740957,103.8480546
308 SHUNFU RD,308 SHUNFU ROAD SHUNFU GARDENS SINGAPORE 570308,1.350582529,103.8378468
106 BISHAN ST 12,106 BISHAN STREET 12 BISHAN VIEW SINGAPORE 570106,1.346100701,103.8478472
254 BISHAN ST 22,254 BISHAN STREET 22 HDB-BISHAN SINGAPORE 570254,1.361923241,103.84299920000001
250 BISHAN ST 22,250 BISHAN STREET 22 HDB-BISHAN SINGAPORE 570250,1.3616148209999999,103.84393709999999
441 SIN MING AVE,441 SIN MING AVENUE SIN MING COURT SINGAPORE 570441,1.359084322,103.831751
230 BISHAN ST 23,230 BISHAN STREET 23 HDB-BISHAN SINGAPORE 570230,1.3579458,103.8454936
265 BISHAN ST 24,265 BISHAN STREET 24 HDB-BISHAN SINGAPORE 570265,1.35831238,103.84208819999999
293 BISHAN ST 22,293 BISHAN STREET 22 BISHAN HEIGHTS SINGAPORE 570293,1.356280097,103.8458941
263 BISHAN ST 22,263A BISHAN STREET 22 SINGAPORE 571263,1.359184399,103.8419546
204 BISHAN ST 23,204 BISHAN STREET 23 HDB-BISHAN SINGAPORE 570204,1.35487655,103.8475941
241 BISHAN ST 22,241 BISHAN STREET 22 HDB-BISHAN SINGAPORE 570241,1.360829685,103.8454734
273A BISHAN ST 24,273A BISHAN STREET 24 NATURA LOFT SINGAPORE 571273,1.3563662109999999,103.84393399999999
310 SHUNFU RD,310 SHUNFU ROAD SHUNFU GARDENS SINGAPORE 570310,1.350851679,103.8386791
220 BISHAN ST 23,220 BISHAN STREET 23 HDB-BISHAN SINGAPORE 570220,1.357476961,103.84883620000001
447 BRIGHT HILL DR,447 BRIGHT HILL DRIVE SIN MING COURT SINGAPORE 570447,1.358221608,103.83193299999999
161 BISHAN ST 13,161 BISHAN STREET 13 HDB-BISHAN SINGAPORE 570161,1.347591835,103.8564118
190 BISHAN ST 13,190 BISHAN STREET 13 HDB-BISHAN SINGAPORE 570190,1.350554927,103.85204449999999
405 SIN MING AVE,405 SIN MING AVENUE SIN MING GARDEN SINGAPORE 570405,1.3628529219999999,103.8347395
168 BISHAN ST 13,168 BISHAN STREET 13 HDB-BISHAN SINGAPORE 570168,1.347318704,103.8541621
291 BISHAN ST 24,291 BISHAN STREET 24 BISHAN HEIGHTS SINGAPORE 570291,1.35591015,103.8451584
288 BISHAN ST 24,288 BISHAN STREET 24 BISHAN HEIGHTS SINGAPORE 570288,1.356923853,103.84515649999999
215 BISHAN ST 23,215 BISHAN STREET 23 HDB-BISHAN SINGAPORE 570215,1.3570872880000002,103.8488087
292 BISHAN ST 22,292 BISHAN STREET 22 BISHAN HEIGHTS SINGAPORE 570292,1.356017365,103.8456681
273B BISHAN ST 24,273B BISHAN STREET 24 NATURA LOFT SINGAPORE 572273,1.3560729930000002,103.8434702
159 BISHAN ST 13,159 BISHAN STREET 13 HDB-BISHAN SINGAPORE 570159,1.3468139909999999,103.8557765
167 BT BATOK WEST AVE 8,167 BUKIT BATOK WEST AVENUE 8 HDB-BUKIT BATOK SINGAPORE 650167,1.346932728,103.7422571
533 BT BATOK ST 51,533 BUKIT BATOK STREET 51 HDB-BUKIT BATOK SINGAPORE 650533,1.355879087,103.74979909999999
505 BT BATOK ST 52,505A BUKIT BATOK STREET 52 SINGAPORE 651505,1.3517099869999998,103.75370290000001
173 BT BATOK WEST AVE 8,173 BUKIT BATOK WEST AVENUE 8 HDB-BUKIT BATOK SINGAPORE 650173,1.3461049930000002,103.7408255
239 BT BATOK EAST AVE 5,239 BUKIT BATOK EAST AVENUE 5 GOMBAK GARDENS SINGAPORE 650239,1.3502393519999998,103.7551048
411 BT BATOK WEST AVE 4,411A BUKIT BATOK WEST AVENUE 4 SINGAPORE 651411,1.363911883,103.74566209999999
136 BT BATOK WEST AVE 6,136 BUKIT BATOK WEST AVENUE 6 HDB-BUKIT BATOK SINGAPORE 650136,1.350900429,103.74485759999999
138 BT BATOK WEST AVE 6,138 BUKIT BATOK WEST AVENUE 6 HDB-BUKIT BATOK SINGAPORE 650138,1.35044712,103.74447190000001
163 BT BATOK ST 11,163 BUKIT BATOK STREET 11 HDB-BUKIT BATOK SINGAPORE 650163,1.348149496,103.74265809999999
162 BT BATOK ST 11,162 BUKIT BATOK STREET 11 HDB-BUKIT BATOK SINGAPORE 650162,1.34768075,103.74188769999999
501 BT BATOK ST 52,501 BUKIT BATOK STREET 52 HILLGROVE GARDENS SINGAPORE 650501,1.3514931940000001,103.7549981
340 BT BATOK ST 34,340 BUKIT BATOK STREET 34 HDB-BUKIT BATOK SINGAPORE 650340,1.363142012,103.7495411
288E BT BATOK ST 25,288E BUKIT BATOK STREET 25 NATURE VIEW SINGAPORE 654288,1.345512414,103.7588975
202 BT BATOK ST 21,202 BUKIT BATOK STREET 21 HDB-BUKIT BATOK SINGAPORE 650202,1.3465978580000002,103.7484484
393 BT BATOK WEST AVE 5,393 BUKIT BATOK WEST AVENUE 5 GOODVIEW GARDENS SINGAPORE 650393,1.366493281,103.7531126
288A BT BATOK ST 25,288A BUKIT BATOK STREET 25 NATURE VIEW SINGAPORE 650288,1.34507654,103.760512
117 BT BATOK WEST AVE 6,117 BUKIT BATOK WEST AVENUE 6 HDB-BUKIT BATOK SINGAPORE 650117,1.3499655590000001,103.74714209999999
103 BT BATOK CTRL,103A BUKIT BATOK CENTRAL SINGAPORE 651103,1.348454876,103.7483399
221 BT BATOK EAST AVE 3,221 BUKIT BATOK EAST AVENUE 3 HDB-BUKIT BATOK SINGAPORE 650221,1.347475624,103.753691
137 JLN BT MERAH,137 JALAN BUKIT MERAH HDB-BUKIT MERAH SINGAPORE 160137,1.27814726,103.826959
109 BT PURMEI RD,109 BUKIT PURMEI ROAD BUKIT PURMEI VILLE SINGAPORE 090109,1.273929399,103.8253108
28 JLN BT MERAH,28 JALAN BUKIT MERAH BRICKWORKS ESTATE SINGAPORE 152028,1.286403502,103.809742
2 JLN BT MERAH,2 JALAN BUKIT MERAH BRICKWORKS ESTATE SINGAPORE 150002,1.2866292129999999,103.8068619
60 TELOK BLANGAH HTS,60 TELOK BLANGAH HEIGHTS BLANGAH GARDEN SINGAPORE 100060,1.276078958,103.8121572
26 JLN KLINIK,26 JALAN KLINIK HDB-BUKIT MERAH SINGAPORE 160026,1.288171345,103.82845400000001
103 BT PURMEI RD,103 BUKIT PURMEI ROAD BUKIT PURMEI VILLE SINGAPORE 090103,1.272085585,103.82549559999998
119 BT MERAH VIEW,119 BUKIT MERAH VIEW BUKIT MERAH VIEW SINGAPORE 152119,1.283527552,103.82083
40 BEO CRES,40 BEO CRESCENT THE BEO CRESCENT SINGAPORE 160040,1.289057892,103.827513
129 BT MERAH VIEW,129A BUKIT MERAH VIEW MULTI STOREY CAR PARK SINGAPORE 151129,1.283503071,103.8233537
64 TELOK BLANGAH DR,64 TELOK BLANGAH DRIVE BLANGAH VIEW SINGAPORE 100064,1.274506393,103.8105355
22 HAVELOCK RD,22 HAVELOCK ROAD HDB-BUKIT MERAH SINGAPORE 160022,1.2887460370000001,103.82882420000001
12 CANTONMENT CL,12 CANTONMENT CLOSE CANTONMENT TOWERS SINGAPORE 080012,1.27447616,103.8400703
24 TELOK BLANGAH CRES,24 TELOK BLANGAH CRESCENT MOUNT FABER VIEW SINGAPORE 090024,1.275409491,103.8206605
51 TELOK BLANGAH DR,51 TELOK BLANGAH DRIVE BLANGAH VIEW SINGAPORE 100051,1.2735133790000002,103.8101453
102 HENDERSON CRES,102 HENDERSON CRESCENT HDB-BUKIT MERAH SINGAPORE 150102,1.290366187,103.8215771
111 BT PURMEI RD,111 BUKIT PURMEI ROAD BUKIT PURMEI VILLE SINGAPORE 090111,1.2743971809999999,103.8272396
128 KIM TIAN RD,128 KIM TIAN ROAD KIM TIAN VISTA SINGAPORE 160128,1.281524648,103.82905459999999
43 LENGKOK BAHRU,43 LENGKOK BAHRU HDB-BUKIT MERAH SINGAPORE 150043,1.286955402,103.81100079999999
6B BOON TIONG RD,6B BOON TIONG ROAD BOON TIONG ARCADIA SINGAPORE 165006,1.2865459959999999,103.8308245
21 JLN MEMBINA,21 JALAN MEMBINA HDB-BUKIT MERAH SINGAPORE 163021,1.285086563,103.8257828
23 JLN MEMBINA,23 JALAN MEMBINA HDB-BUKIT MERAH SINGAPORE 163023,1.284748327,103.8268757
52 HAVELOCK RD,52 HAVELOCK ROAD HAVELOCK VIEW SINGAPORE 161052,1.28951776,103.8284671
4B BOON TIONG RD,4B BOON TIONG ROAD BOON TIONG ARCADIA SINGAPORE 165004,1.286588783,103.8319503
104B DEPOT RD,104B DEPOT ROAD DEPOT HEIGHTS SINGAPORE 102104,1.28049144,103.8121008
110 SPOTTISWOODE PK RD,110 SPOTTISWOODE PARK ROAD SPOTTISWOODE PARK ESTATE SINGAPORE 081110,1.273638234,103.8364203
87 REDHILL CL,87 REDHILL CLOSE HDB-BUKIT MERAH SINGAPORE 150087,1.28603089,103.8190237
123 KIM TIAN RD,123 KIM TIAN ROAD HDB-BUKIT MERAH SINGAPORE 160123,1.283851579,103.8289647
121A KIM TIAN PL,121A KIM TIAN PLACE KIM TIAN TOWERS SINGAPORE 161121,1.282650681,103.8281785
68 REDHILL CL,68 REDHILL CLOSE REDHILL RISE SINGAPORE 150068,1.28687207,103.81602609999999
56 HAVELOCK RD,56 HAVELOCK ROAD HAVELOCK VIEW SINGAPORE 161056,1.290129527,103.8289143
19 JLN MEMBINA,19 JALAN MEMBINA HDB-BUKIT MERAH SINGAPORE 163019,1.2855704159999999,103.8262762
53 HAVELOCK RD,53 HAVELOCK ROAD HAVELOCK VIEW SINGAPORE 161053,1.289336654,103.8289203
206 PETIR RD,206 PETIR ROAD HDB-BUKIT PANJANG SINGAPORE 670206,1.373733827,103.7741138
112 PENDING RD,112 PENDING ROAD HDB-BUKIT PANJANG SINGAPORE 670112,1.378555604,103.7687488
149 PETIR RD,149 PETIR ROAD HDB-BUKIT PANJANG SINGAPORE 670149,1.3767457490000001,103.76670759999999
447 BT PANJANG RING RD,447 BUKIT PANJANG RING ROAD HDB-BUKIT PANJANG SINGAPORE 670447,1.3831802169999998,103.7716038
479 SEGAR RD,479 SEGAR ROAD SEGAR GARDENS SINGAPORE 670479,1.3896519840000001,103.7727109
618 SENJA RD,618 SENJA ROAD HDB-BUKIT PANJANG SINGAPORE 670618,1.385266156,103.76128790000001
509 JELAPANG RD,509 JELAPANG ROAD HDB-BUKIT PANJANG SINGAPORE 670509,1.386627039,103.76902159999999
534 JELAPANG RD,534 JELAPANG ROAD PANSHAN GROVE SINGAPORE 670534,1.384420245,103.76421640000001
626 SENJA RD,626 SENJA ROAD SINGAPORE 670626,1.3854748080000001,103.75988050000001
538 JELAPANG RD,538 JELAPANG ROAD PANSHAN GROVE SINGAPORE 670538,1.383870537,103.76369079999999
631 SENJA RD,631 SENJA ROAD HDB-BUKIT PANJANG SINGAPORE 670631,1.3866265869999999,103.76025770000001
167 PETIR RD,167 PETIR ROAD HDB-BUKIT PANJANG SINGAPORE 670167,1.3776870730000002,103.7651024
466 SEGAR RD,466 SEGAR ROAD SEGAR GARDENS SINGAPORE 670466,1.386942955,103.77329909999999
622 SENJA RD,622 SENJA ROAD HDB-BUKIT PANJANG SINGAPORE 670622,1.385932525,103.761421
244 BT PANJANG RING RD,244 BUKIT PANJANG RING ROAD HDB-BUKIT PANJANG SINGAPORE 670244,1.380919582,103.77181920000001
121 PENDING RD,121 PENDING ROAD HDB-BUKIT PANJANG SINGAPORE 670121,1.3772004780000002,103.7698528
612 SENJA RD,612 SENJA ROAD HDB-BUKIT PANJANG SINGAPORE 670612,1.384021046,103.76103420000001
605 SENJA RD,605 SENJA ROAD HDB-BUKIT PANJANG SINGAPORE 670605,1.380804868,103.7618568
422 FAJAR RD,422A FAJAR ROAD HDB-BUKIT PANJANG SINGAPORE 671422,1.385384814,103.76997359999999
107 GANGSA RD,107 GANGSA ROAD HDB-BUKIT PANJANG SINGAPORE 670107,1.3779846969999998,103.7667147
133 CASHEW RD,133 CASHEW ROAD HDB-BUKIT PANJANG SINGAPORE 670133,1.374254436,103.7698656
4 QUEEN'S RD,4 QUEEN'S ROAD FARRER GARDENS SINGAPORE 260004,1.318832253,103.80806199999999
17 TOH YI DR,17 TOH YI DRIVE TOH YI GARDENS SINGAPORE 590017,1.33976904,103.7725561
5 TOH YI DR,5 TOH YI DRIVE TOH YI GARDENS SINGAPORE 590005,1.338192542,103.7745226
7 TOH YI DR,7 TOH YI DRIVE TOH YI GARDENS SINGAPORE 590007,1.337373144,103.7750432
668 CHANDER RD,668 CHANDER ROAD HDB-CENTRAL AREA SINGAPORE 210668,1.30758124,103.8514782
28 KELANTAN RD,28A KELANTAN ROAD SINGAPORE 201028,1.3061631120000001,103.8574567
4 SAGO LANE,4 SAGO LANE HDB-CENTRAL AREA SINGAPORE 050004,1.281800622,103.84290820000001
4 TG PAGAR PLAZA,4 TANJONG PAGAR PLAZA HDB-CENTRAL AREA SINGAPORE 081004,1.275905201,103.8427412
532 UPP CROSS ST,532 UPPER CROSS STREET HDB-CENTRAL AREA SINGAPORE 050532,1.284193538,103.8459859
53 CHIN SWEE RD,53 CHIN SWEE ROAD HDB-CENTRAL AREA SINGAPORE 160053,1.28762317,103.84146290000001
335B SMITH ST,335B SMITH STREET HDB-CENTRAL AREA SINGAPORE 052335,1.282364496,103.84344820000001
1E CANTONMENT RD,1E CANTONMENT ROAD THE PINNACLE@DUXTON SINGAPORE 085501,1.276621683,103.84115609999999
1D CANTONMENT RD,1D CANTONMENT ROAD THE PINNACLE@DUXTON SINGAPORE 085401,1.276920234,103.8414858
19 TECK WHYE LANE,19 TECK WHYE LANE TECK WHYE HEIGHTS III SINGAPORE 680019,1.379394304,103.7529494
106 TECK WHYE LANE,106 TECK WHYE LANE HDB-CHOA CHU KANG SINGAPORE 680106,1.3779579880000001,103.7529316
4 TECK WHYE AVE,4 TECK WHYE AVENUE TECK WHYE HEIGHTS I SINGAPORE 680004,1.381939295,103.75280670000001
26 TECK WHYE LANE,26 TECK WHYE LANE TECK WHYE HEIGHTS II SINGAPORE 680026,1.377621124,103.75574
688C CHOA CHU KANG CRES,688C CHOA CHU KANG CRESCENT HDB-CHOA CHU KANG SINGAPORE 683688,1.4031870130000001,103.75099329999999
25 TECK WHYE LANE,25 TECK WHYE LANE TECK WHYE HEIGHTS II SINGAPORE 680025,1.3779871559999999,103.7551876
686A CHOA CHU KANG CRES,686A CHOA CHU KANG CRESCENT HDB-CHOA CHU KANG SINGAPORE 681686,1.404389567,103.7478564
289 CHOA CHU KANG AVE 3,289 CHOA CHU KANG AVENUE 3 HDB-CHOA CHU KANG SINGAPORE 680289,1.379366408,103.7407719
504 CHOA CHU KANG ST 51,504A CHOA CHU KANG STREET 51 SINGAPORE 681504,1.38893872,103.7423036
102 TECK WHYE LANE,102 TECK WHYE LANE HDB-CHOA CHU KANG SINGAPORE 680102,1.377082841,103.7543944
152 JLN TECK WHYE,152 JALAN TECK WHYE HDB-CHOA CHU KANG SINGAPORE 680152,1.378817905,103.7580238
506 CHOA CHU KANG ST 51,506 CHOA CHU KANG STREET 51 HDB-CHOA CHU KANG SINGAPORE 680506,1.388778163,103.7418311
406 CHOA CHU KANG AVE 3,406 CHOA CHU KANG AVENUE 3 HDB-CHOA CHU KANG SINGAPORE 680406,1.380373895,103.74020959999999
444 CHOA CHU KANG AVE 4,444 CHOA CHU KANG AVENUE 4 HDB-CHOA CHU KANG SINGAPORE 680444,1.381617545,103.73745179999999
216 CHOA CHU KANG CTRL,216 CHOA CHU KANG CENTRAL HDB-CHOA CHU KANG SINGAPORE 680216,1.383198774,103.7471833
613 CHOA CHU KANG ST 62,613 CHOA CHU KANG STREET 62 HDB-CHOA CHU KANG SINGAPORE 680613,1.400639248,103.7444058
790 CHOA CHU KANG NTH 6,790 CHOA CHU KANG NORTH 6 HDB-CHOA CHU KANG SINGAPORE 680790,1.3959301259999999,103.7497309
765 CHOA CHU KANG NTH 5,765 CHOA CHU KANG NORTH 5 HDB-CHOA CHU KANG SINGAPORE 680765,1.392723462,103.74974830000001
401 CHOA CHU KANG AVE 3,401 CHOA CHU KANG AVENUE 3 HDB-CHOA CHU KANG SINGAPORE 680401,1.379692642,103.7397607
476B CHOA CHU KANG AVE 5,476B CHOA CHU KANG AVENUE 5 SUNSHINE COURT SINGAPORE 682476,1.377118235,103.73755859999999
476C CHOA CHU KANG AVE 5,476C CHOA CHU KANG AVENUE 5 SUNSHINE COURT SINGAPORE 683476,1.377346842,103.73791290000001
634 CHOA CHU KANG NTH 6,634 CHOA CHU KANG NORTH 6 HDB-CHOA CHU KANG SINGAPORE 680634,1.396609114,103.7497294
227 CHOA CHU KANG CTRL,227A CHOA CHU KANG CENTRAL MULTI STOREY CAR PARK SINGAPORE 681227,1.3805307119999999,103.7454364
483 CHOA CHU KANG AVE 5,483A CHOA CHU KANG AVENUE 5 MULTI STOREY CAR PARK SINGAPORE 681483,1.375991749,103.7370829
516 CHOA CHU KANG ST 51,516 CHOA CHU KANG STREET 51 HDB-CHOA CHU KANG SINGAPORE 680516,1.390950825,103.7435251
686B CHOA CHU KANG CRES,686B CHOA CHU KANG CRESCENT HDB-CHOA CHU KANG SINGAPORE 682686,1.404664799,103.74850450000001
297B CHOA CHU KANG AVE 2,297B CHOA CHU KANG AVENUE 2 HDB-CHOA CHU KANG SINGAPORE 682297,1.377351206,103.743105
18 TECK WHYE LANE,18 TECK WHYE LANE TECK WHYE HEIGHTS III SINGAPORE 680018,1.3782976880000002,103.7540714
674 CHOA CHU KANG CRES,674 CHOA CHU KANG CRESCENT HDB-CHOA CHU KANG SINGAPORE 680674,1.401553764,103.7469941
