address,amenities,area,bathrooms,bedrooms,description,details,lease,link,name,price,property_type,psf_price
906 Sims Avenue - D14,"Lounge,Yoga Corner,Pavilion,Renovated,Hammocks,Gym,Low Floor,Jacuzzi,Playground,Fitness Corner,Mid Floor,Pond,Lap Pool,Tennis Court,Balcony",635 sqft / 58.99 sqm,1,2,"★★★ PARC ESTA @ EUNOS MRT ★★★

+++ ENJOY DIRECT DEVELOPER SALE PRICE +++
◤◤ DEVELOPER APPOINTED SALESPERSON◥◥
Koh LiLi @ 90616162 for showflat Viewing 
✔ 开发商指定经纪 无需付佣金
✔ 嘉宾预购可享特价优惠！
✔ 请拨热线开发商销售热线 : (+65)90616162

✔City Fringe Location - excellent margin gap
✔Paya Lebar Transformation
✔Increase Employment in Paya Lebar Commercial Hub
✔2 mins walk to Eunos MRT
✔Good Rental Yield
✔5 mins to East Coast Park, Parkway Mall, i12, Paya Lebar Square 
✔Reputable Developer
✔Hotel Theme Facilities
✔Low Maintenance Fee $170-$230/month

✔Developer: MCL Land 
✔Project Description: 9 blocks of 18 storey residential flat development with basement and mezzanine basement car parks, swimming pool and communal facilities at Sims Avenue. 
✔Total Units: 1399 + 5 shops 
✔Address: 900 Sims Avenue 
✔District: 14 

★ CALL / SMS / WHATSAPP  Koh Li Li  for E-Brochure, Floorplan & Exclusive Viewing Today! 
★ UPDATED information on UNITS AVAILABILITY & PRICING for PARC ESTA @ EUNOS MRT OR other NEW LAUNCH DEVELOPMENT is also readily available upon request!","Facing,South East,Availability,31 Dec 2022,District,D14",2022 - 99 years,https://www.99.co/singapore/sale/property/parc-esta-condo-D5C56WAAzzHB5gisQMvm2T,Parc Esta,"$1,013,000",Condo,"$1,595 psf"
The Crest - D3,"Jogging Track,Clubhouse,Pool Deck,Gym,Spa Pavilion,Jacuzzi,Tennis Court,Outdoor Dining,Balcony,Fun Pool,Renovated,Greenery View,Open Terrace,Lounge,Lap Pool,Hydrotherapy Pool",624 sqft / 57.97 sqm,1,1,"*** NEW RELEASE UNIT  ***

TOWER 103, -1BEDROOM/2BEDROOM/ 3DK UNIT

Huay call to book unit today !!


MOST ICONIC DEVELOPMENT IN TANGLIN

**WELCOME TO THE CREST**

SPECIAL PROMOTION NOW! Don't Miss It! 

Call Koh Li Li  90616162 for more information.

> Exclusive & Private Estate
> TOP Obtained
> 1 bedroom 700sqft , New Release !!!
> Unblock View
> Good-sized bedrooms
> Windy & Bright
> Good Rental Yield

*The Crest at Prince Charles Crescent*
~ a luxury development jointly developed by Wingtai Asia & Metro that celebrates life's many peaks.

The Crest is an exceptional development with timeless design, and pleasantly combines architecture with nature intimately. It is a signature piece of work of Toyo Ito, one of the world's most influential architects in practice today. 

Development Attributes:

•	Nestled In Exclusive Tanglin Landed Enclave 
•	Designed By Award Winning Architect – Toyo Ito
•	Rare, unique, spacious layouts within each unit
•	Myriad Of Facilities + Lush Landscaping To Enjoy
•	Best Government Land Sales (GLS) site in the city fringe 
•	Numerous entry and exit points
•	Seamless connections to Nature and Urban Centres
•	Located in an address of prestige within the Tanglin estate 
•	Near to numerous embassies
•	5 Minutes Drive To Orchard
•	6 Minutes To Redhill MRT
•	7 Minutes Drive To CBD
•	TOP Obtained!

Starbuy Indicative Price:

Best Investment not to be missed!

Viewing by appointment only.

Koh Li Li @ 90616162
Developer Sales Team
Project Team Ic","Facing,South West,Availability,Now,Tenancy Current Rent,S$0",2018 - 99 years,https://www.99.co/singapore/sale/property/the-crest-condo-TB8tcYxyTWsJLo2ScGjNem,The Crest,"$1,265,000",Condo,"$2,027 psf"
23 Marina Way - D1,"Clubhouse,Gym,Jacuzzi,Outdoor Dining,Balcony,Multi-purpose Hall,Pavilion,Pool Deck,Lounge,Mini Golf Range,Wading Pool,Hydrotherapy Pool,Fitness Corner,Lap Pool,BBQ","2,250 sqft / 209.03 sqm",4,4,"Just Top Brand New !!
 View Actual Unit today !!
Price To sell !! Hurry !!

MARINA ONE By M+S Pte Ltd
NEW Integrated Development In The Heart Of Marina Bay District 
RSVP w Koh LiLi @ 90616162 for Viewing Today !!

1BR , 657 – 775 sqft , 229units
2BR , 969 – 1130sqft, 144units
2BR+S, 1141 – 1216sqft 29units
3BR, 1507 – 1539sqft, 86units
4BR, 2045 – 2250sqft, 29units
PH, 6491 – 8568sqft, 4units 

Development Attributes
Integrated development with Luxury Residences, Retail and Grade A offices
Located in the heart of Marina Bay, Singapore’s new financial district
Next to Marina Bay Station, with connection to 4 MRT lines
A highly coveted location flanked by two parks, ie Central Linear Park and Marina Station Square
34-storey Residential Tower with 1042 units comprising of 1, 2, 3, 4-bedroom & Penthouses
65,000 sq ft of lush greenery and waterfalls within the development
~Designed by Internationally renowned architect, Christoph Ingenhoven, known for sustainable and super green design
~Marina One has won the prestigious Asia Pacific 2012 International Property Award in three categories.

~A historic collaboration between Malaysia’s Khazanah Nasional Berhad and Singapore’s Temasek

As of now, the information we have is limited and we will provide more updates once we receive further information from the Developer. Therefore, RSVP w Koh LiLi @ 90616162 


Email: , 
Hp: +65 90616162 
or Visit www.new-condo-launch.com","Availability,Now,District,D01",2018 - 99 years,https://www.99.co/singapore/sale/property/marina-one-residences-condo-a5jsE2PyG225cGGP3RodAA,Marina One Residences,"$5,325,000",Apartment,"$2,367 psf"
1 Keppel Bay Drive - D4,"Clubhouse,Pool Deck,Open Terrace,BBQ,Hydrotherapy Pool,Spa Pool,Playground,Outdoor Dining,Fibre Ready,Lap Pool,Tennis Court,Balcony","3,025 sqft / 281.03 sqm",4,4,"Brand New Just TOP !!
View Actual unit call koh li li 90616162 today !
★OFFICIAL DEVELOPER’S APPOINTED SALES TEAM ( 发展商指定销售组)
★FOR ATTRACTIVE PRICE &amp; CHOICE UNITS, CALL Hotline : 90616162 (首选单位，优惠价格，考查发展项目，请拨热线: 90616162

Corals @ Keppel Bay is next to Caribbean @ Keppel Bay

Developer By Keppel Land Limited

Tenure of Land: 99 years

Residential Site Area: 420,000 sqft

Estimated No. of Units:
366 units consisting of: 1-bedroom | 2-bedroom | 3-bedroom | 4-bedroom | Penthouses

Est Size Range (Typical Units)
570 sqft – 3500 sqft

Renowned developer with an established track record for luxury projects that includes Reflections at Keppel Bay and Marina Bay Suites among others

Branding - Premier location at Keppel Bay, ultimate waterfront and urban living

Iconic architecture by Daniel Libeskind

Immediate proximity to Resorts World Sentosa, Vivocity and CBD

Short walk to Harbourfront MRT

Well linked by expressways ECP and AYE

CALL Developer Sales Team - 90616162

Contact No: 90616162

You can Visit: www.new-condo-launch.com 
to find out more Upcoming / Current New Condo Launch","Furnishing,Partially Furnished,Facing,North East,Availability,Now,District,D04",2016 - 99 years,https://www.99.co/singapore/sale/property/corals-at-keppel-bay-condo-XownLDH9ArNfKrJyJ2Rijm,Corals At Keppel Bay,"$8,250,000",Condo,"$2,727 psf"
2 Fourth Avenue - D10,"Clubhouse,Pavilion,Gym,Pool Deck,Jacuzzi,Tennis Court,Fitness Corner,Pond,Lap Pool,BBQ",624 sqft / 57.97 sqm,1,2,"Fourth Avenue Residences 富雅轩 - @ Bukit Timah 
Call Developer&#39;s sale @ 90616162  for VVIP Preview

*Direct Covered Access to Sixth Avenue MRT station (DT7)
*Reputable developer: Allgreen Properties Ltd
*Prime District: D10
*Surround by elite schools (Raffles Girls&#39; School Primary, Nanyang, Hwa Chong ...)
*Amazing belt of fine dining restaurants

-Condominium - Foreigners eligible
-Total number of units: 476
-2 block of 2-storey; 3 blocks of 6-storey, 3 blocks of part 6/10 storey; & 1 block of 10-storey
-Expected TOP: not later than Dec 2022
-Full condominium with basement car park and tennis court

Unit Mix
1 bedroom - 474 sqft to 517 sqft
2 bedroom - 624 sqft to 646 sqft
2 bedroom Premium - 689 sqft to 721 sqft
3 bedroom - 915 sqft to 969 sqft
3 bedroom + Study - 1076 sqft to 1130 sqft
4 bedroom + Study - 1474 sqft to 1496 sqft

Call Developer&#39;s sale @ 90616162 Koh Li Li 90616162

Call Developer Sales Team, Koh Li Li  @ 90616162 for viewing Appointment !","Furnishing,Partially Furnished,District,D10",2022 - 99 years,https://www.99.co/singapore/sale/property/fourth-avenue-residences-condo-hCDN5PxpnWrcPiZKKayujL,Fourth Avenue Residences,"$1,403,000",Condo,"$2,248 psf"
23 Marina Way - D1,"Clubhouse,Gym,Jacuzzi,Outdoor Dining,Balcony,Multi-purpose Hall,Pavilion,Pool Deck,Lounge,Mini Golf Range,Wading Pool,Hydrotherapy Pool,Fitness Corner,Lap Pool,BBQ","1,119 sqft / 103.95 sqm",2,2,"View Actual unit Today !!
Call Developer Sales Team Today !!
KOH LI LI 90616162 ERA

MARINA ONE By M+S Pte Ltd
NEW Integrated Development In The Heart Of Marina Bay District 
RSVP w Koh LiLi @ 90616162 for First Hand INFO!
1BR , 657 – 775 sqft , 229units
2BR , 969 – 1130sqft, 144units
2BR+S, 1141 – 1216sqft 29units
3BR, 1507 – 1539sqft, 86units
4BR, 2045 – 2250sqft, 29units
PH, 6491 – 8568sqft, 4units 
Development Attributes
Integrated development with Luxury Residences, Retail and Grade A offices
Located in the heart of Marina Bay, Singapore’s new financial district
Next to Marina Bay Station, with connection to 4 MRT lines
A highly coveted location flanked by two parks, ie Central Linear Park and Marina Station Square
34-storey Residential Tower with 1042 units comprising of 1, 2, 3, 4-bedroom & Penthouses
65,000 sq ft of lush greenery and waterfalls within the development
~Designed by Internationally renowned architect, Christoph Ingenhoven, known for sustainable and super green design
~Marina One has won the prestigious Asia Pacific 2012 International Property Award in three categories.

~A historic collaboration between Malaysia’s Khazanah Nasional Berhad and Singapore’s Temasek

As of now, the information we have is limited and we will provide more updates once we receive further information from the Developer. Therefore, RSVP w Koh LiLi @ 90616162 
 for First Hand INFO!.

Email: , 
Hp: +65 90616162 
or Visit www.new-condo-launch.com","Facing,North,Availability,Now,District,D01",2018 - 99 years,https://www.99.co/singapore/sale/property/marina-one-residences-condo-aVS87oJy4oQVrFmDbH2m3j,Marina One Residences,"$2,409,500",Apartment,"$2,153 psf"
1 Keppel Bay Drive - D4,"Clubhouse,Pool Deck,Open Terrace,BBQ,Spa Pool,Playground,Outdoor Dining,Hydrotherapy Pool,Lap Pool,Tennis Court,Balcony","1,205 sqft / 111.94 sqm",2,3,"Brand New Just TOP must view !!
Call to View Actual unit Today !!
call 90616162 now
★OFFICIAL DEVELOPER’S APPOINTED SALES TEAM ( 发展商指定销售组)
★FOR ATTRACTIVE PRICE & CHOICE UNITS, CALL Hotline : 90616162 (首选单位，优惠价格，考查发展项目，请拨热线: 90616162

Corals @ Keppel Bay is next to Caribbean @ Keppel Bay

 Developer By Keppel Land Limited

 Tenure of Land: 99 years

 Residential Site Area: 420,000 sqft

 Estimated No. of Units:
 366 units consisting of: 1-bedroom | 2-bedroom | 3-bedroom | 4-bedroom | Penthouses

 Est Size Range (Typical Units)
 570 sqft – 3500 sqft

 Renowned developer with an established track record for luxury projects that includes Reflections at Keppel Bay and Marina Bay Suites among others

 Branding - Premier location at Keppel Bay, ultimate waterfront and urban living

 Iconic architecture by Daniel Libeskind

 Immediate proximity to Resorts World Sentosa, Vivocity and CBD

 Short walk to Harbourfront MRT

 Well linked by expressways ECP and AYE

 CALL Developer  Sales Team - 90616162

 Contact No: 90616162

 You can Visit: www.new-condo-launch.com 
 to find out more Upcoming / Current New Condo Launch","Furnishing,Partially Furnished,Facing,North,Availability,Now,District,D04",2016 - 99 years,https://www.99.co/singapore/sale/property/corals-at-keppel-bay-condo-Z8ynxYW2N6xqkH8MPjuEw6,Corals At Keppel Bay,"$2,205,000",Condo,"$1,830 psf"
13 Flora Drive - D17,"Clubhouse,Gym,Jacuzzi,Tennis Court,Balcony,Ground Floor,Fibre Ready,Pavilion,Renovated,Hammocks,Greenery View,Lounge,Playground,Fitness Corner,Pool View,BBQ",678 sqft / 62.98 sqm,1,2,"The Jovell - NEW LAUNCH!!! 
Sales Hotline : +65 90616162

Project Info: 
✦ Floral Drive 
✦ District 17
✦ 99year 
✦ 428 Stunning Units 

✮ New Launch 
✮ Full condo facilities 
✮ Luxury living 
✮ Furnished with quality furniture and fittings 
✮ Well-designed spaces 
✮Price To sell !!
✮ Developed by Hong Leong Holdings Limited 

Location: 
✓ An array of amenities nearby 
✓ Well connected via Tampines Expressway and Pan Island Expressway 
✓ Changi Airport can be swiftly reached with 8-minutes drive 
✓ Wide selections of reputable schools such as Changi Japanese School, Ngee Ann Secondary School and Dunman Secondary School 
✓ The Changi Museum, Smart World Caravan, Sun Plaza Park and Loyang Point are just a short drive away 

RSVP FOR SHOWFLAT VIEWING Today !!
Sales Hotline : +65 90616162

Call Koh Li Li Project Team IC TODAY @ 90616162


Project around surrounding :
The Tapestry, jovell, Parc Olympia, Palm Isles, Ferraria Park, Carissa Park, Azalea Park Condominium, Avila Gardens, Estella Gardens,
The Gale, Ballota Park, Edelweiss Park Condominium, The Eden at Tampines, Melville Park, Changi Rise Condo, Savannah CondoPark, Sunhaven, Cascadale, Changi green, Changi Court, Merah Terrace, The Esparis, Seastrand, Watercolours, Ripple Bay , Sea ESTA, Sea Horizon, Water Crest, Loyang Valley, Victory Ville, Flora Drive","Facing,North East,Availability,16 Sep 2022,Tenancy Current Rent,S$0,District,D17",2020 - 99 years,https://www.99.co/singapore/sale/property/the-jovell-condo-hqG2u4vN9za4bp7muEZRfB,The Jovell,"$835,000",Condo,"$1,232 psf"
10 Hillview Rise - D23,"Bridge,Function Room,Clubhouse,Gym,Jacuzzi,Steam Room,Tennis Court,Outdoor Dining,Infinity Pool,Yoga Corner,Hammocks,Pool Deck,Viewing Deck,Lounge,Swimming Pool,Wading Pool,Hydrotherapy Pool,Playground,Fitness Corner,Security,Lap Pool,BBQ",893 sqft / 82.96 sqm,2,3,"Midwood 3 Bedroom 883 Sqft
★★★第二十二区首选即将推出-MIDWOOD★★★
✔发展商指定经纪,首选单位,优惠价格
✔最佳配套，直接选购，无需付佣金

★★★ MIDWOOD ★★★
✔Direct Developer Sales Team & Pricing
✔Best Price Guarantee
✔REGISTER FOR VVIP PREVIEW & DISCOUNT!
✔Call Koh Li Li @ era @ 90616162
Total Unit: 564 units( 2 Tower)
Tenure: 99 years
Site Area: 153,882 sqft
Expected TOP:2024
Developer: Hong Leong Holdings Limited

Unit Size
1 Bedroom 480 sqft 116 units
1 Bedroom + Study 550 sqft 56 units
2 Bedroom 650 sqft 170 units
2 Bedroom + Study 800 sqft 54 units
3 Bedroom 900 sqft 54 units
3 Bedroom + Yard 1000 sqft 56 untis
4 Bedroom 1248 sqft 58 units

*KEY ATTRIBUTES OF MIDWOOD*
◤ Located in the Heart of Bukit Timah, minute walk to Hillview MRT and Bus Station
◤Nestled In An Established Private Residential Enclave Amidst Greenery & Tranquility!
◤Next to HillV2 Shopping Mall, Cold Storage, Market Place, Burger King.
◤Hillion Shopping Mall & Bukit Panjang Plaza, West Mall and Bukit Batok Wet Market
◤ Surrounded by top schools Nanyang Girls&#39; High School, Hwa Chong Institution, National Junior College, Raffles Girls&#39; Primary School, Methodist Girls&#39; Primary School (Pri/ Sec) Swiss School, Nanyang Primary School, Singapore Korean International School, Hollandse School, St Margaret&#39;s Secondary School, Ngee Ann Polytechnic, Henry Park Primary School, Ngee Ann Polytechnic, Eunoia Junior College, NUS Bukit Timah Campus, Singapore Chinese Girls&#39; School, Anglo-Chinese School (Barker Road)

Call Now Direct Developer Appointed Sales Team for VVIP Preview Today !! 

发展商指定经纪 Call koh Li Li @ 90616162 ERA

***DISCLAIMER ***
INFORMATION GIVEN IS FOR GENERL INFORMATION PURPOSES.
ESTIMATED PRICE GIVEN. FLOOR PLAN AND PRICE ARE PENDING APPROVAL.","Furnishing,Partially Furnished,District,D23", - 99 years,https://www.99.co/singapore/sale/property/midwood-condo-TcjY2RZGwEvzZkHJSGZRUd,Midwood,"$1,420,000",Condo,"$1,590 psf"
16 Amber Gardens - D15,"Jogging Track,Yoga Corner,Pavilion,Gym,Spa Pool,Steam Room,Fitness Corner,Outdoor Dining","1,580 sqft / 146.78 sqm",4,4,"★★★ AMBER PARK ★★★

★ DEVELOPER’S APPOINTED SALES TEAM (发展商指定销售组) ★

★★★CALL  (+65) 90616162 Get Free Floorplan/ e-Brochure, Vip Discount & Booking
==============
✔✔✔ The Most Anticipated Launch Located in the heart of SG!
✔200m Walk to future Tanjong Katong MRT (in 2023)
✔5 mins drive to East Coast Park. 
✔Easy access to major expressways such as ECP, MCE and KPE thus getting to Central Business District (CBD) and Marina Bay Financial District (MBFC) is just a short drive away.
✔3-minutes drive to East Coast Parkway (ECP)*8-minutes drive to Marina Coastal Expressway (MCE)
✔9-minutes drive to Kallang-Paya Lebar Expressway (KPE)
✔Panoramic sea view living
✔By Reputable Developer CDL
✔ High Potential Rental Yield!
✔ Equipped with comprehensive Smart Home features!
✔ LOOK no Further ACT NOW to call me for a viewing Appt now!

• Developer:	CDL
• Architect:	SCDA Architects Pte Ltd
• Address: 16, 18 & 18A Amber Garden
• Tenure: Freehold
• 3 Blocks of 21 storeys of residential units
• Communal sky garden on 22th storey
• Total Units: 592 residential units
• Expected Completion : 2023 TBC 
★ ★ ★ ★ ★ ★ 
1-Bedroom + Study 460 – 570sf /114units
2-Bedroom 710 – 860sf / 82 units
2-Bedroom + Study 680 – 910sf /120units
3-Bedroom 960 – 1,290sf / 101 units
4-Bedroom 1,580 – 1,860sf / 74 units
4-Bedroom + Study 1,320sf / 57 units
5-Bedroom 2,130 – 2,400sf / 40 units
6Bedroom / 6+ Study Penthouse 4,450sf / 5,100sf / 4 units ONLY 

Call Koh Li Li @ 90616162 for VVIP PREVIEW  
 FOR Amber Park
DIRECT DEVELOPER Sales Best Buy Package

Disclaimer :-
Price and info are subject to change. Provide contact to receive up-to-date info periodically.

Nearby projects: Amber Park , Nyon , Meyerhouse, Meyerise ,  Meyer Residences, The seafront on Meyer, One Meyer, Coastline Residences, Amber 45, sliversea , the seaview , the belvedere ,one amber , water place , King Mansion , the esta , amber point , the sovereign, amber residences , aalto , 38 amber","Furnishing,Partially Furnished,District,D15",2023 - Freehold,https://www.99.co/singapore/sale/property/amber-park-condo-VYhpb2ebzQ2r8PX3kXuWDc,Amber Park,"$3,385,200",Condo,"$2,143 psf"
101 Prince Charles Crescent - D3,"Fun Pool,Clubhouse,Pool Deck,Gym,Open Terrace,Spa Pavilion,Lounge,Jacuzzi,Tennis Court,Outdoor Dining,Lap Pool,Jogging Track,Hydrotherapy Pool",764 sqft / 70.97 sqm,1,1,"The Crest Resale unit for Sales.
-1bedroom for Sales 
- Tranquil 1bed 1bath unit with 
  unblocked GCB views 

Call koh Li Li @ 90616162 for Viewing appointment Today for The Crest !

The Crest Specifications:
+ 764sqft
+ 1bed 1bath
+ Views of Orchard & GCB
+ Spacious Bedrooms and Living area
+ Bright & Windy
+ Private Resale Unit
+ Attractive Pricing with good size

 The Crest at Prince Charles Crescent is a luxurious residential new launch condo brought to you jointly by WingTai Asia and Metro Holdings. Comprises of a total of 469 luxurious units with 3 high-rise towers and 4 villas blocks with basement car park. 

The Crest Units ranging from 1-bedroom, 2-bedroom, 3-bedroom, 3-bedroom Dual Key, 3+study, 4-bedroom, 4-bedroom Dual Key, 4+Study, 5-bedroom and 5+Study.

 Highlight of THE CREST:
★ Exclusive and Prestigious Location @ Tanglin Vicinity
- Located in the Tranquil Jervois Precinct
- Fronting the Good Class Bungalows (GCB) of Chatsworth and Bishopsgate estates
- Near to Various Embassies
- Easy access to Southern Ridge Recreational Parks and right in front of Alexandra Canal Linear Park
- Nearby Schools: Alexandra Primary School, Gan Eng Seng Secondary School, Crescent Girls&#39; School

★ Fantastic Connectivity
- 500m or 7min Walk to Redhill MRT (Green Line)
- 5min drive to Orchard Road, 8min drive to CBD & Marina Bay Sands Integrated Resorts
- Well connected to major Expressways such as AYE, CTE, MCE & ECP.

★ Unique & Iconic Masterpiece by World Famous Architect Toyo Ito and Reputable Developer Wing Tai Holdings Ltd
- The Architecture symbolizes a growing life, that of a blooming tree.
- Almost every unit is unique with its own individual layout
 -Free planters for each unit forms vertical greenery

Call koh Li Li @ 90616162 for Viewing appointment Today !","Furnishing,Partially Furnished,District,D03",2018 - 99 years,https://www.99.co/singapore/sale/property/the-crest-condo-o8hRhWYfTrFQTiQdQKdcyB,The Crest,"$1,620,000",Condo,"$2,120 psf"
88 Compassvale Bow - D19,"Clubhouse,Function Room,Water Feature,Gym,Outdoor Dining,Fun Pool,Yoga Corner,Pavilion,Hammocks,Reflexology Path,Lounge,Mini Golf Range,Wading Pool,Spa Pool,Playground,Fitness Corner,Security,Lap Pool,BBQ",624 sqft / 57.97 sqm,1,2,"The Sengkang Grand Residences are the brand new development which are being built as a joint venture between renowned City Developments Limited and CapitaLand Limited.

The Sengkang Grand Residences condo development will blend 680 residential units across 9 blocks with commercial spaces that include retail shops, a community club, a hawker centre and a wide range of transportation connectivity for local residents.

With direct access to the Buangkok MRT Station and convenient access to major expressways such as the Central Expressway, Seletar Expressway and Kallang-Paya Lebar Expressway, residents can navigate through the city easier than ever. The Central Business District is approximate 25 minutes by either public transit or car, while the Sengkang Grand Residences will also provide connections to future hubs such as the Seletar Aerospace Park and the Punggol Digital District.

Unit Mix :
1 Bedroom : 424 - 474 sqft
1 Bedroom + Study : 517 sqft
2 Bedroom : 616 - 775 sqft
2 Bedroom + Study : 775 - 861 sqft
3 Bedroom : 904 - 980 sqft
4 Bedroom : 1,152 - 1,173 sqft
5 Bedroom : 1,302 sqft

Call or WhatsApp Koh Li Li ERA @ 90616162 to  Register for VVIP preview Price Now and floor plan now !

Disclaimer:
It shall not form part of any offer or contact warranty by the salesperson and shall not be regarded as statements or representation of facts.
Prices and sizes are for indicative ONLY.
other Project :
Kovan Residences , the quartz, Jewel @ Buangkok , Esparina Residences, The Rivervale, Park Green, La Fiesta , The Luxurie , Compass Heights , High Parks Residences, Watertown, Parc Centros , Kingford waterbay, Flo Residences, Sunglades , The chuan, The Scala, Kovan Regency, Kovan Melody, Park Place Residences, Katong Regency, Waterbank at dakota, , Sky Vue, Jadescape, Affinity at serangoon, The Florence Residences, Riverfont Residences, Forest woods, Gem Residences, Nin Residneces, North park Residences, Bedok Residences, Katong Regency","Furnishing,Partially Furnished,District,D19",2022 - 99 years,https://www.99.co/singapore/sale/property/sengkang-grand-residences-condo-yAf9YgW2oSkPj66QiPddXX,Sengkang Grand Residences,"$1,060,000",Condo,"$1,699 psf"
101 Prince Charles Crescent - D3,"Fun Pool,Clubhouse,Pool Deck,Gym,Open Terrace,Spa Pavilion,Lounge,Jacuzzi,Tennis Court,Outdoor Dining,Hydrotherapy Pool,Lap Pool,Jogging Track,Balcony","1,604 sqft / 149.01 sqm",4,4,"The Crest is relaunching! Wow! Price is realistic!

Call Developer Sales Team Today !!
Sales Hotline : 90616162
www.new-condo-launch.com

 The Crest at Prince Charles Crescent is a luxurious residential new launch condo brought to you jointly by WingTai Asia and Metro Holdings. It is situated at 101 – 113 Prince Charles Crescent, best city fringe location at District 3 of Singapore and comprises of a total of 469 luxurious units with 3 high-rise towers and 4 villas blocks with basement car park. 

 Units ranging from 1-bedroom, 2-bedroom, 3-bedroom, 3-bedroom Dual Key, 3+study, 4-bedroom, 4-bedroom Dual Key, 4+Study, 5-bedroom and 5+Study.

 Full condo facilities with a land size of approximately 256,000 sq ft. Almost every unit is unique with its own individual layout.

 Sure sell project! For more information and relaunch time line : 
 CALL Koh LiLi @ 90616162 and register for this Superb Pricing ! 

 Towers By The Meadow (3 blocks of 23-storey)

 1-bedroom : 614 - 775sf
 2-bedroom : 743 - 1044sf 
 3-bedroom : 1033 - 1658sf
 4-bedroom : 1485 - 1711sf
 5-bedroom : 1841 - 2002sf

 Island Villas (4 blocks of 5-storey)

 2-bedroom : 904 - 1033sf
 3-bedroom : 1173 - 1378sf
 4-bedroom : 1604 - 1884sf

Call Us Today ! ERA Top Project Team
Koh LiLi @ 90616162 
Project Team IC
All Agent Welcome Too !","Facing,North,Availability,Now,District,D03",2018 - 99 years,https://www.99.co/singapore/sale/property/the-crest-condo-hU8ynRg7YDWY7tYh7knWDg,The Crest,"$2,805,000",Condo,"$1,749 psf"
26 Serangoon North Avenue 1 - D19,"Jogging Track,Clubhouse,Function Room,Mini Golf Range,Gym,Jacuzzi,Tennis Court,Parking,Undrewater Fitness Station,Outdoor Dining,Balcony,Fun Pool,Pavilion,Hammocks,Reflexology Path,Pool Deck,Swimming Pool,Wading Pool,Fountain,Playground,Fitness Corner,Retail Shops,Lap Pool,BBQ,Spa Pavilion",739 sqft / 68.65 sqm,2,2,"Affinity @ Serangoon

★★AFFINITY @ SERANGOON★★
❤ Great Location - only 5 bus stops to NEX Shopping Mall / Serangoon MRT & Bus Interchange
❤ Good connectivity to town via Central Expressway (CTE) and MRT Circle Line (CCL) and North-east Line (NEL)
❤ Close proximity to numerous good schools such as Rosyth School and Bowen Secondary School
❤ Abundance of amenities and good food nearby - Chomp Chomp Food Centre, myVillage, Serangoon Central, Serangoon Gardens Market, Serangoon Community Park, etc
❤ High potential of capital appreciation
❤ Convenience - 5 shops within condo itself
❤ 88 condo facilities to enjoy

Project Fact Sheet
★★ ★★ ★★ ★★ ★★ 
☞ Location: Serangoon North Ave 1 (former Serangoon Ville site)
☞ Developer: Oxley Holdings, Lian Beng Group Apricot Capital, KSH Holdings
☞ Site Area: Approx. 296,193sq ft
☞ District: 19
☞ No. of Units: 1052 units of 1 to 4 Bedrooms, 40 units of Townhouses and 5 units of shops 
☞ Estimate TOP: 2022
☞ Tenure: 99yrs leasehold

☎ Call 90616162 for more information now !","Facing,North East,Availability,Now,Tenancy Lease Expiry,22 May 2018,Tenancy Current Rent,S$0,District,D19",2024 - 99 years,https://www.99.co/singapore/sale/property/affinity-at-serangoon-condo-qtW4xogXHVZpHJXZ2BYuo3,Affinity At Serangoon,"$1,110,000",Condo,"$1,502 psf"
13 Leedon Heights - D10,"Jogging Track,Clubhouse,Roof Terrace,Gym,Spa Pavilion,Jacuzzi,Tennis Court,Balcony,Multi-purpose Hall,Retail Shops,Renovated,Swimming Pool,Maid Room,Lap Pool,Greenery View,Aerobic Pool,Utility Room,Basketball Court,Playground,Fitness Corner,Fibre Ready,Sculpture,BBQ","1,281 sqft / 119.00 sqm",3,3,"*** New Listing ***  
   ----&gt; . Must View !! &lt;-----
Selling with tenancy @ $4800 until July 2020.
Rented out partially furnished.

High floor #28 floor.
Truly unblock view facing greenery.
Viewings to be arranged in advance.
Please ensure buyers are qualified and serious before any viewing arrangements.
Call Koh Li Li @ 90616162 now for viewing .

8 Key Projects Details:
1)Land: 838,488sqft est
2)Total units: 1715 units
3)Tenure: 99 years 
4)EST TOP Date: 2014 
5)7 Iconic, Modern 36 storey Tower
6)1/2/3/4/penthouses & limited Villas
7)Designed by famous architects Zaha Hadid
8)Renowned Developer Capital Land

8 WOWS! Reasons to Buy
1.Mins Stroll to New Farrer MRT
2.Mins Drive to Holland Village / Orchard
3.Short Drive to Vivio City, Sentosa
4.Excellent Accessibility – CTE / PIE / AYE
5.3 MRT stops or 6 Bus stopsto One North Biopolis
6.Panoramic Views Bt Timah Hill, Macritchie Reservoir, Orchard Road
7.Close Proximity to Renowned Schools – Nanyang Pri , Raffles Girls Pri, Chinese High &....
8.Extensive Landscaping and Full Facilities

Call LiLi Koh @ 90616162 for view Appointment now !!

DLEEDON , dleedon , Dleedon, DLeedon,
waterfall garden, Leedon Residences, leedon height
dleedon","Availability,Now,Tenancy Lease Expiry,22 Jul 2020,District,D10",2015 - 99 years,https://www.99.co/singapore/sale/property/dleedon-condo-xgWgHVMaJrU22GKLGQxwpL,D'leedon,"$2,400,000",Condo,"$1,874 psf"
